AL2110,铝2110
AL2111,铝2111
AL2112,铝2112
AL2201,铝2201
AL2109,铝2109
AL2202,铝2202
AL2203,铝2203
AL2205,铝2205
AL2204,铝2204
AL2206,铝2206
AL2207,铝2207
AL2208,铝2208
AU0,黄金连续
AG0,白银连续
RU0,天然橡胶连续
RU2201,天然橡胶2201
RU2205,天然橡胶2205
RU2111,天然橡胶2111
RU2203,天然橡胶2203
RU2204,天然橡胶2204
RU2109,天然橡胶2109
RU2110,天然橡胶2110
RU2206,天然橡胶2206
RU2208,天然橡胶2208
ZN0,沪锌连续
ZN2110,沪锌2110
ZN2111,沪锌2111
ZN2112,沪锌2112
ZN2109,沪锌2109
ZN2201,沪锌2201
ZN2202,沪锌2202
ZN2205,沪锌2205
ZN2203,沪锌2203
ZN2204,沪锌2204
ZN2206,沪锌2206
ZN2208,沪锌2208
ZN2207,沪锌2207
CU0,铜连续
CU2110,铜2110
CU2111,铜2111
CU2112,铜2112
CU2201,铜2201
CU2109,铜2109
CU2202,铜2202
CU2203,铜2203
CU2204,铜2204
CU2205,铜2205
CU2206,铜2206
CU2207,铜2207
CU2208,铜2208
AU0,黄金连续
AU2112,黄金2112
AU2202,黄金2202
AU2204,黄金2204
AU2110,黄金2110
AU2206,黄金2206
AU2208,黄金2208
AU2111,黄金2111
RB0,螺纹钢连续
RB2201,螺纹钢2201
RB2205,螺纹钢2205
RB2110,螺纹钢2110
RB2112,螺纹钢2112
RB2202,螺纹钢2202
RB2203,螺纹钢2203
RB2111,螺纹钢2111
RB2204,螺纹钢2204
RB2206,螺纹钢2206
RB2207,螺纹钢2207
RB2208,螺纹钢2208
WR0,线材连续
WR2110,线材2110
PB0,铅连续
PB2110,铅2110
PB2111,铅2111
PB2112,铅2112
PB2109,铅2109
PB2201,铅2201
PB2204,铅2204
PB2206,铅2206
PB2208,铅2208
PB2207,铅2207
AG0,白银连续
AG2112,白银2112
AG2201,白银2201
AG2202,白银2202
AG2203,白银2203
AG2110,白银2110
AG2111,白银2111
AG2109,白银2109
AG2206,白银2206
AG2204,白银2204
AG2205,白银2205
AG2208,白银2208
BU0,沥青连续
BU2112,沥青2112
BU2201,沥青2201
BU2111,沥青2111
BU2202,沥青2202
BU2110,沥青2110
BU2109,沥青2109
BU2206,沥青2206
BU2212,沥青2212
BU2203,沥青2203
BU2303,沥青2303
SN0,锡连续
SN2110,锡2110
SN2111,锡2111
SN2112,锡2112
SN2109,锡2109
SN2201,锡2201
SN2205,锡2205
SN2202,锡2202
SN2208,锡2208
SN2206,锡2206
HC0,热轧卷板连续
HC2201,热轧卷板2201
HC2110,热轧卷板2110
HC2205,热轧卷板2205
HC2112,热轧卷板2112
HC2202,热轧卷板2202
HC2203,热轧卷板2203
HC2111,热轧卷板2111
HC2204,热轧卷板2204
HC2207,热轧卷板2207
NI0,镍连续
NI2110,镍2110
NI2111,镍2111
NI2112,镍2112
NI2201,镍2201
NI2109,镍2109
NI2202,镍2202
NI2203,镍2203
NI2204,镍2204
NI2205,镍2205
NI2208,镍2208
NI2207,镍2207
NI2206,镍2206
SP2111,纸浆2111
SP0,纸浆连续
SP2110,纸浆2110
SP2112,纸浆2112
SP2109,纸浆2109
SP2201,纸浆2201
SP2205,纸浆2205
SP2204,纸浆2204
SP2202,纸浆2202
SP2208,纸浆2208
SP2207,纸浆2207
SP2206,纸浆2206
SP2203,纸浆2203
NR0,20号胶连续
NR2111,20号胶2111
NR2112,20号胶2112
NR2110,20号胶2110
NR2201,20号胶2201
NR2202,20号胶2202
SS0,不锈钢连续
SS2110,不锈钢2110
SS2111,不锈钢2111
SS2112,不锈钢2112
SS2201,不锈钢2201
SS2109,不锈钢2109
SS2202,不锈钢2202
SS2203,不锈钢2203
SS2205,不锈钢2205
SS2206,不锈钢2206
SS2207,不锈钢2207
SS2208,不锈钢2208
LU0,低硫燃料油连续
LU2112,低硫燃料油2112
LU2201,低硫燃料油2201
LU2111,低硫燃料油2111
LU2110,低硫燃料油2110
LU2202,低硫燃料油2202
BC2112,国际铜2112
BC0,国际铜连续
BC2111,国际铜2111
BC2201,国际铜2201
BC2110,国际铜2110
BC2202,国际铜2202
BC2208,国际铜2208
IC0,7481.200
IC2109,7481.200
IC2110,7403.600
IC2112,7245.000
IC2203,7045.000
IF0,4948.000
SC2110,上海原油2110
RB2201,螺纹钢2201
HC2201,热轧卷板2201
FU2201,燃料油2201
AU2112,黄金2112
AG2112,白银2112
CU2110,铜2110
AL2110,铝2110
ZN2109,沪锌2109
NI2109,镍2109
RU2201,天然橡胶2201
T0,99.955
TS0,100.720
IF0,4948.000
IF2109,4948.000
IF2110,4920.200
IF2112,4885.600
IF2203,4850.200
TF0,101.050
TF2109,101.285
TF2112,101.050
TF2203,100.790
T2112,99.955
T2203,99.630
IH0,3200.000
IH2109,3200.000
IH2110,3199.800
IH2112,3192.200
IH2203,3176.000
IC0,7481.200
IC2109,7481.200
IC2110,7403.600
IC2112,7245.000
IC2203,7045.000
TS0,100.720
TS2112,100.720
TS2203,100.615
